sigma,sigma_index,realization,h0_bottleneck,h0_total_persistence_absent,h0_total_persistence_present,h0_total_persistence_delta,h0_max_persistence_absent,h0_max_persistence_present,h0_max_persistence_delta,h0_persistence_entropy_absent,h0_persistence_entropy_present,h0_persistence_entropy_delta,h0_n_persistent_absent,h0_n_persistent_present,h0_n_persistent_delta,h0_landscape_l2_absent,h0_landscape_l2_present,h0_landscape_l2_delta,h1_bottleneck,h1_total_persistence_absent,h1_total_persistence_present,h1_total_persistence_delta,h1_max_persistence_absent,h1_max_persistence_present,h1_max_persistence_delta,h1_persistence_entropy_absent,h1_persistence_entropy_present,h1_persistence_entropy_delta,h1_n_persistent_absent,h1_n_persistent_present,h1_n_persistent_delta,h1_landscape_l2_absent,h1_landscape_l2_present,h1_landscape_l2_delta
0.2731406075217884,2,13,0.28170124770123384,462.54157101121746,460.63130430691007,-1.9102667043073893,1.068168464450073,1.068168464450073,0.0,7.222331862530253,7.221286221677421,-0.001045640852831653,1687.0,1684.0,-3.0,2.7660146248110205,2.7541467132540185,-0.011867911557001953,0.21000318918621316,845.5607875397762,843.2673261006105,-2.2934614391657533,1.0675329235511288,1.0201739991712453,-0.04735892437988354,7.788688809983732,7.788128676504966,-0.000560133478765934,2952.0,2948.0,-4.0,3.823494180263817,3.812641073485835,-0.010853106777982013
0.2731406075217884,2,14,0.2067659628397438,449.62392643789417,447.0965522114408,-2.5273742264533894,0.9368897548952968,1.0155623338371706,0.07867257894187385,7.237347530053777,7.233969797895208,-0.003377732158568847,1692.0,1684.0,-8.0,2.569079718986885,2.561611682632993,-0.007468036353892149,0.27750286015364656,860.2065341817694,857.9028700316046,-2.3036641501647637,1.0803302228772182,1.0803302228772182,0.0,7.77557900069615,7.77354207104959,-0.002036929646560104,2940.0,2935.0,-5.0,4.002245808012979,3.996694957019716,-0.005550850993262468
0.2731406075217884,2,15,0.2302764751904797,448.1214544066256,445.34989974929834,-2.771554657327272,1.056614035799986,1.1701902253888303,0.1135761895888443,7.2416036683667215,7.237474321572736,-0.004129346793985356,1723.0,1714.0,-9.0,2.5947715836747265,2.593149880859308,-0.0016217028154184021,0.25687689156104776,877.175101055233,874.8975670761831,-2.2775339790498492,1.2486949799470677,1.2487219810476202,2.7001100552537238e-05,7.793552497946719,7.792847091304404,-0.0007054066423144434,2993.0,2988.0,-5.0,4.044345195591142,4.031962326293897,-0.012382869297245414
0.2855021625751592,3,0,0.33795494420223615,464.52722978650553,462.42800862278193,-2.0992211637235982,0.9477631825376978,0.9477631825376923,-5.440092820663267e-15,7.252686894879488,7.250690323301256,-0.001996571578231965,1729.0,1726.0,-3.0,2.6682344405636953,2.6599141407348856,-0.008320299828809663,0.3306324860128934,896.4780845695575,893.8775745946114,-2.600509974946135,1.127463546014507,1.127463546014507,0.0,7.791897758816619,7.790976976490937,-0.0009207823256822678,2986.0,2981.0,-5.0,4.182624968506062,4.167891113422011,-0.01473385508405034
0.2855021625751592,3,1,0.2746373607731083,465.732937566047,463.54632811903247,-2.1866094470145185,0.9222023909528896,1.027655510384243,0.10545311943135349,7.235930046661529,7.233961710235921,-0.0019683364256080083,1707.0,1706.0,-1.0,2.7306279450866753,2.721569868004793,-0.009058077081882221,0.2924902738430931,875.8693633358873,873.8436896886959,-2.025673647191411,1.1285588475001922,1.1285588402103637,-7.289828518608488e-09,7.7721486243253946,7.772325290962575,0.0001766666371807446,2935.0,2934.0,-1.0,4.14108225275947,4.124540302675731,-0.016541950083738932
0.2855021625751592,3,2,0.1886815133930826,461.8997971407056,459.2952006090563,-2.6045965316492925,1.0075593687994986,1.0279822726046255,0.020422903805126902,7.231294658842903,7.229586757431857,-0.0017079014110459312,1683.0,1681.0,-2.0,2.7157905134207385,2.707757459968277,-0.008033053452461303,0.2133512738298836,888.5354784266343,886.9902324823499,-1.5452459442843747,1.1533293930672002,1.1533293930672002,0.0,7.764030533466102,7.762950452658032,-0.0010800808080704272,2921.0,2922.0,1.0,4.263445844763087,4.259411995675594,-0.00403384908749338
0.2855021625751592,3,3,0.2644297162674225,473.22001646966334,470.8967939851144,-2.3232224845489213,1.0152823272006515,1.1115441143084983,0.09626178710784683,7.249636544555752,7.248762943604368,-0.0008736009513841125,1733.0,1731.0,-2.0,2.75965853533233,2.751619393166269,-0.008039142166060831,0.23376289582308607,879.7531967510101,877.1663729672148,-2.586823783795353,1.2924147877582108,1.2924147877582108,0.0,7.77697149883856,7.776909502569408,-6.199626915215362e-05,2916.0,2917.0,1.0,4.127961138303854,4.1105237496561156,-0.01743738864773814
0.2855021625751592,3,4,0.2836656653804104,467.43676560750725,465.4238114930776,-2.012954114429647,0.9683921231666723,1.0780644964863457,0.10967237331967339,7.2541632848572535,7.252198317581296,-0.0019649672759571857,1725.0,1720.0,-5.0,2.705980114608079,2.701907035163788,-0.004073079444290695,0.21437494633934784,898.4122039199327,896.2233777751786,-2.1888261447541026,1.2403662088253122,1.2403662088115626,-1.3749668070772714e-11,7.79264764272285,7.792915615916224,0.0002679731933739049,2993.0,2994.0,1.0,4.2416823576283935,4.22636716052498,-0.01531519710341378
0.2855021625751592,3,5,0.31933621358813374,464.87126558911274,462.26834435775385,-2.6029212313588914,1.0314037800246867,1.0349389934784268,0.0035352134537400826,7.235242645931207,7.23238368976908,-0.0028589561621270576,1695.0,1686.0,-9.0,2.728020652266711,2.71139495617112,-0.01662569609559128,0.24502438637826293,903.4191708137818,901.1533646590103,-2.2658061547714397,1.2559943954906145,1.2559943954906145,0.0,7.778469410909622,7.776666586465598,-0.0018028244440237984,2954.0,2950.0,-4.0,4.302086551451334,4.297135248611965,-0.004951302839368843
0.2855021625751592,3,6,0.287585585426681,476.83527729139666,475.11268065183503,-1.7225966395616297,0.9609454204356488,1.081004367121024,0.12005894668537531,7.253990871831065,7.2508507167958545,-0.00314015503521059,1716.0,1709.0,-7.0,2.7507726355282407,2.750309734518826,-0.0004629010094148178,0.1905372899668752,906.5216825782215,904.9367251885485,-1.5849573896730362,1.2573795905639817,1.2573795905639817,0.0,7.800781302488844,7.800746541556847,-3.476093199772379e-05,2981.0,2983.0,2.0,4.182633741794012,4.174423206030976,-0.008210535763035764
0.2855021625751592,3,7,0.22189406843672302,482.0474226525727,479.5865834673306,-2.4608391852420937,1.0227211531667544,1.1452746213527043,0.12255346818594992,7.248724614527752,7.244906107946405,-0.003818506581347414,1729.0,1724.0,-5.0,2.834591915396477,2.8365206587693446,0.0019287433728676362,0.20755823929076883,892.859794421715,889.9271317659784,-2.9326626557366353,1.1589653716389263,1.1597182375747008,0.0007528659357745049,7.791268386753691,7.790279317181376,-0.0009890695723147047,2975.0,2970.0,-5.0,4.17872397334648,4.164151115836661,-0.01457285750981896
0.2855021625751592,3,8,0.23962147292450192,483.1538165572414,480.85468089521083,-2.299135662030551,1.098352316956015,1.117742070867526,0.0193897539115111,7.253435354507813,7.251717626751345,-0.001717727756467724,1737.0,1734.0,-3.0,2.861653206362707,2.853398543746236,-0.008254662616471009,0.3154981279765018,900.7066373049487,898.6397741278083,-2.0668631771403625,1.1882170661160105,1.188217066108466,-7.544631586142714e-12,7.7948115288302455,7.795163792603174,0.00035226377292829625,2979.0,2979.0,0.0,4.179141080501818,4.16270147495003,-0.01643960555178836
0.2855021625751592,3,9,0.182197794892678,467.7476984364141,465.35144610077225,-2.3962523356418615,0.9673786298799781,1.0541612061704384,0.08678257629046027,7.243117653282435,7.238862197659252,-0.004255455623183302,1726.0,1721.0,-5.0,2.7408677313690832,2.740513741937493,-0.0003539894315900405,0.30934218898591376,897.8441625561089,895.9258807562403,-1.9182817998686232,1.1956844031999703,1.1956844008991496,-2.3008206451180513e-09,7.787469727217983,7.786474625569298,-0.000995101648685548,3001.0,3002.0,1.0,4.218506287278733,4.214973652287475,-0.003532634991257666
0.2855021625751592,3,10,0.23269410083435582,481.9199611413139,480.41173436801193,-1.508226773301942,1.03583431077907,1.09392931107162,0.05809500029254999,7.254428611628091,7.251895139894116,-0.0025334717339751123,1740.0,1733.0,-7.0,2.820426686168872,2.8196281163788246,-0.0007985697900472211,0.265069299445972,893.5773451468951,890.6610420682316,-2.916303078663532,1.1017568853364144,1.1017568853005042,-3.591016373150069e-11,7.799839919577493,7.7989161408079815,-0.0009237787695113298,3003.0,2996.0,-7.0,4.1182582863502954,4.101610681624475,-0.016647604725820386
0.2855021625751592,3,11,0.21071555176569096,477.16473608245485,475.5845499652287,-1.5801861172261624,1.0380587953995373,1.1285049413847972,0.09044614598525991,7.265852540630035,7.263189080842598,-0.0026634597874366506,1727.0,1723.0,-4.0,2.743063030995402,2.7451520762392616,0.0020890452438595553,0.22754343129597282,921.9769462112581,919.9571326894861,-2.0198135217719937,1.133078119521762,1.133078119521762,0.0,7.8048091186353,7.8039530504841,-0.0008560681511999846,3055.0,3050.0,-5.0,4.335874977810412,4.318158330056938,-0.017716647753474035
0.2855021625751592,3,12,0.3074870023979547,477.66318325069926,475.4288130532088,-2.2343701974904775,1.1156021775112337,1.1156021775094696,-1.7641443861293737e-12,7.256945710825158,7.255237429732575,-0.0017082810925828085,1723.0,1723.0,0.0,2.7928051754763503,2.7883339676790615,-0.004471207797288823,0.2722104575117733,901.8593846741837,900.1747090205206,-1.6846756536631347,1.1659767699192058,1.1659767699538008,3.459499353652973e-11,7.79577654838613,7.795489502266898,-0.0002870461192321372,2983.0,2981.0,-2.0,4.186741066959391,4.174129597975271,-0.012611468984120577
0.2855021625751592,3,13,0.2634178566871653,476.4224532659972,473.82182792557444,-2.6006253404227664,0.9564716906505357,1.0190785356028658,0.06260684495233004,7.249408540515959,7.247599088837505,-0.0018094516784543657,1717.0,1713.0,-4.0,2.755264337011716,2.7467759957510944,-0.008488341260621368,0.3319208567130084,895.7040554568812,893.3197598467622,-2.384295610119011,1.1973367306428968,1.200544158406431,0.0032074277635341097,7.7826123317315865,7.781978718786818,-0.0006336129447683803,2935.0,2932.0,-3.0,4.197311150477119,4.184978190178026,-0.012332960299092477
0.2855021625751592,3,14,0.2484209377486843,479.37411032659656,477.1845799980635,-2.189530328533067,1.0267188131659843,1.1235796473937252,0.09686083422774083,7.258270745798027,7.257095934975775,-0.001174810822252681,1749.0,1749.0,0.0,2.803065052615587,2.794300512353855,-0.008764540261732012,0.27026362013734506,909.8916370203726,907.2450076874023,-2.646629332970292,1.3201800204016565,1.3201800204016565,0.0,7.789479227940895,7.788074033494309,-0.0014051944465860444,2982.0,2977.0,-5.0,4.310902817338395,4.301719494124025,-0.009183323214370098
0.2855021625751592,3,15,0.30677890337368885,478.0594254166134,474.8541555298572,-3.2052698867561844,1.0383984273033546,1.0416017245938012,0.0032032972904465495,7.2469726473421705,7.24761787201356,0.0006452246713894993,1700.0,1702.0,2.0,2.7992720094582455,2.774840279858992,-0.024431729599253327,0.27859639559156973,911.2086380409796,909.5076279689565,-1.7010100720231094,1.1661701396900912,1.1661701396900888,-2.4424906541753444e-15,7.799349185824747,7.799666044497809,0.0003168586730621925,3010.0,3009.0,-1.0,4.257686642943532,4.243912166299984,-0.013774476643547473
0.29842316590948664,4,0,0.3631692595666062,508.70839185034947,506.6003659781954,-2.108025872154087,1.036223206082634,1.1459288251581436,0.10970561907550969,7.266823917153833,7.264694553135171,-0.002129364018662372,1758.0,1753.0,-5.0,3.004386398950284,2.9969419946538154,-0.007444404296468754,0.3272578252024365,931.4592121416454,929.21010094718,-2.2491111944653994,1.3415458813754553,1.3415458813754553,0.0,7.790386059562369,7.790146918624169,-0.00023914093820032178,2991.0,2990.0,-1.0,4.4738495511486125,4.456374755326813,-0.01747479582179956
0.29842316590948664,4,1,0.2316765431030507,490.1922430382872,487.8223563452837,-2.3698866930034796,1.0430669861214248,1.108176539883241,0.06510955376181626,7.2489869848244926,7.2452931461795105,-0.0036938386449820726,1709.0,1702.0,-7.0,2.8963952753533624,2.8905785628248633,-0.005816712528499135,0.37342129238557653,928.7004858905956,926.0458891308369,-2.654596759758647,1.2269773889963178,1.2269773889962958,-2.19824158875781e-14,7.787021515185607,7.785900343689972,-0.0011211714956349539,2964.0,2957.0,-7.0,4.422430360131601,4.409196847473124,-0.013233512658477053
0.29842316590948664,4,2,0.2077932764191774,510.10447740034385,507.08661636737753,-3.017861032966323,1.016032428963888,1.016032428963888,0.0,7.261140272302638,7.259015983225986,-0.00212428907665263,1754.0,1751.0,-3.0,3.0726732528862897,3.0608923897810874,-0.011780863105202322,0.3172089471659134,953.6707829465105,951.0054847726906,-2.665298173819906,1.438859463633841,1.4388594636338992,5.81756864903582e-14,7.799499499551526,7.798247590239137,-0.0012519093123897207,3014.0,3008.0,-6.0,4.589753176207523,4.579418776549198,-0.010334399658325388
0.29842316590948664,4,3,0.2389370028265536,492.7149514163332,490.4947040342878,-2.220247382045386,1.069167635596993,1.1322428751427864,0.06307523954579342,7.245136737266358,7.240977938238209,-0.004158799028148863,1715.0,1707.0,-8.0,2.9592200665547144,2.9598015533676247,0.0005814868129103701,0.19881351577783413,927.9225233107111,925.447387848561,-2.4751354621500923,1.1779280694635452,1.2040016246866712,0.026073555223125933,7.773932097185438,7.772933922702398,-0.0009981744830396266,2935.0,2936.0,1.0,4.459329549480751,4.451231165884991,-0.008098383595759984
0.29842316590948664,4,4,0.2680692301751792,489.058963849294,486.94420580302415,-2.1147580462698556,1.0470031820626466,1.0308655491226943,-0.016137632939952296,7.2494695915373635,7.247463320437944,-0.002006271099419088,1717.0,1717.0,0.0,2.9082897894794026,2.905145451189029,-0.0031443382903737493,0.24193708891400867,935.4672433721838,933.7131232086595,-1.7541201635243624,1.1843233707202454,1.1843233707202454,0.0,7.783667245840034,7.783251077006977,-0.00041616883305728436,2957.0,2961.0,4.0,4.475329680237388,4.469149813681651,-0.006179866555736879
0.29842316590948664,4,5,0.28120713825465643,495.4514595815983,493.5178661331828,-1.933593448415479,1.036115875105495,1.135710553210639,0.099594678105144,7.246564958386735,7.242690290426266,-0.0038746679604688694,1724.0,1719.0,-5.0,2.964379691778379,2.965890982771327,0.001511290992947778,0.2727000401785501,928.3164370196553,926.1916049563623,-2.1248320632929563,1.2864634410338172,1.2864634410338172,0.0,7.7836097057032605,7.782917753448407,-0.0006919522548534118,2955.0,2953.0,-2.0,4.459881607477369,4.449064573290224,-0.01081703418714497
0.29842316590948664,4,6,0.3140834682960566,500.10957276517877,498.2763845214439,-1.8331882437348668,1.0398458177360914,1.0422383595556806,0.0023925418195891446,7.241458626258016,7.241820000008441,0.0003613737504251091,1701.0,1698.0,-3.0,3.0054995528941073,2.986930984980447,-0.01856856791366024,0.25495385191223785,909.7870657843648,907.9898706941215,-1.7971950902433491,1.2736539801599163,1.2736539801599163,0.0,7.7524466630871345,7.752094760707705,-0.0003519023794291698,2882.0,2878.0,-4.0,4.463419200697218,4.449546892359449,-0.013872308337768757
0.29842316590948664,4,7,0.27379169665950503,495.0357649133365,492.1183397161506,-2.917425197185878,1.020063200930202,1.1097727489364244,0.08970954800622244,7.251152500324635,7.249922071768212,-0.001230428556423746,1716.0,1715.0,-1.0,2.9307083264911205,2.922397729632043,-0.008310596859077535,0.43037920342610114,924.5224371541195,921.8958048010372,-2.6266323530823,1.291581554248055,1.291581554248055,0.0,7.787711384009309,7.786434261646365,-0.00127712236294375,2970.0,2964.0,-6.0,4.415848536453166,4.407316187382478,-0.008532349070687673
0.29842316590948664,4,8,0.34768372485181676,482.7250751851228,480.42181936905945,-2.30325581606337,1.129404350695547,1.2110565716864778,0.08165222099093095,7.236384351151571,7.233676191694352,-0.002708159457219139,1687.0,1685.0,-2.0,2.8793844782040168,2.875148064504315,-0.004236413699701735,0.21527810061951325,936.8851618945519,933.745494709261,-3.1396671852908185,1.1422014957201772,1.1422014957201772,0.0,7.79242595092314,7.791219767658236,-0.0012061832649035154,2992.0,2989.0,-3.0,4.475717161062631,4.460835664042373,-0.014881497020257761
0.29842316590948664,4,9,0.305916935014544,513.6426336936895,511.8481060848969,-1.7945276087925777,1.0564309981303788,1.0564309981303788,0.0,7.258925920208324,7.256647428407035,-0.0022784918012890287,1744.0,1743.0,-1.0,3.0805000872337924,3.0771639057839684,-0.0033361814498240605,0.26530491314575466,947.2485675527018,944.5883388331031,-2.660228719598763,1.110306590796835,1.110306590796835,0.0,7.789977879336263,7.7893044890807435,-0.0006733902555193794,2978.0,2976.0,-2.0,4.520031908839524,4.505083517378018,-0.014948391461506283
0.29842316590948664,4,10,0.3645338814565473,492.5659847597754,490.1523088376798,-2.4136759220955923,1.1604857203714654,1.193285747299258,0.0328000269277926,7.246973402792811,7.245764095831396,-0.0012093069614156349,1718.0,1718.0,0.0,2.939685748495762,2.9280545693638658,-0.011631179131896374,0.19844016015943883,946.6686180431221,944.6521059664625,-2.0165120766596374,1.43076930221859,1.430547463336256,-0.00022183888233384685,7.79974277329671,7.797949373481259,-0.0017933998154511244,3015.0,3013.0,-2.0,4.53405176519152,4.533424545168793,-0.0006272200227268598
0.29842316590948664,4,11,0.18877337412326622,505.0140558524495,502.44071216646944,-2.573343685980035,1.0441768121891217,1.0441768121891197,-1.9984014443252818e-15,7.242364568901724,7.239179530432325,-0.003185038469399437,1700.0,1694.0,-6.0,3.0272966394945486,3.0194880760890617,-0.007808563405486968,0.25922627495581696,925.6912111316368,922.2837858289495,-3.4074253026873293,1.3271252508693894,1.3271252508693894,0.0,7.788260670678008,7.7864970949909225,-0.001763575687085961,2957.0,2949.0,-8.0,4.3876766463170025,4.3693151227675635,-0.018361523549438985
0.29842316590948664,4,12,0.29365217156777856,496.62995888338594,495.4846587132263,-1.1453001701596577,1.108883671393908,1.3511551706373681,0.24227149924346003,7.241592306875678,7.239794293483026,-0.0017980133926513986,1710.0,1705.0,-5.0,2.9959812954641887,3.0045543472804397,0.00857305181625101,0.31273864404549045,940.7797905409493,939.2137915913632,-1.56599894958606,1.2121636821490853,1.212163682148617,-4.68292071786891e-13,7.8053247590001495,7.805583499381024,0.00025874038087447815,3029.0,3034.0,5.0,4.4683133877236445,4.458507576113127,-0.009805811610517523
0.29842316590948664,4,13,0.3955355758364195,480.49323699800954,478.1688468549988,-2.32439014301076,1.0972989163957136,1.0972989163957136,0.0,7.231216534294125,7.2290508590153975,-0.0021656752787277966,1696.0,1693.0,-3.0,2.900095934215531,2.8860700790329457,-0.014025855182585367,0.3166852278886999,921.9690893739771,919.6884818955075,-2.2806074784696193,1.1480695964191063,1.1480695964191063,0.0,7.785547613582488,7.7854073352061235,-0.00014027837636465534,2971.0,2967.0,-4.0,4.381591536802251,4.365884973420259,-0.0157065633819915
0.29842316590948664,4,14,0.33264381393283887,502.28214547520395,500.23198325704993,-2.0501622181540142,1.0890217596401008,1.2429182615837795,0.15389650194367865,7.260951915790857,7.25739830165504,-0.003553614135817007,1743.0,1738.0,-5.0,3.0014118008070665,3.007362501140208,0.005950700333141601,0.23077106453263557,943.0637885291942,940.831815849878,-2.2319726793161863,1.1571931453138442,1.1573280851457886,0.00013493983194434733,7.790730324109729,7.790821867712111,9.154360238206039e-05,2978.0,2978.0,0.0,4.504508914811562,4.4861173033727555,-0.01839161143880652
0.29842316590948664,4,15,0.294462011725376,497.4391400403526,496.00928429682784,-1.4298557435247403,1.0833905431760744,1.201030984152807,0.11764044097673265,7.207957267075196,7.2056392471411375,-0.0023180199340586682,1670.0,1669.0,-1.0,3.106168879554982,3.110919734436702,0.004750854881720112,0.30189489734558084,929.6614615572922,928.2138436860422,-1.4476178712500314,1.155534620796753,1.155534620796753,0.0,7.7861601549423485,7.784822580184594,-0.0013375747577546448,2972.0,2969.0,-3.0,4.455345970369706,4.45111944305519,-0.004226527314515671
0.31192893653825365,5,0,0.2553627284014196,522.207491051702,519.2325510775192,-2.974939974182803,1.0727087743651753,1.072575502083456,-0.00013327228171933214,7.24831268061333,7.246645806861411,-0.0016668737519189847,1718.0,1715.0,-3.0,3.2063057102897896,3.1912931187315157,-0.015012591558273947,0.22304403663473765,972.0903703442502,969.8041110061008,-2.2862593381494207,1.2090209769671445,1.2090209769671445,0.0,7.794476004934015,7.794029826051874,-0.0004461788821412682,3018.0,3018.0,0.0,4.7498974370340505,4.734945556037776,-0.01495188099627498
