matrix_size,lesion_sigma_px,sigma,n_pairs,dprime_analytic,h0_bottleneck_normalized,h0_bottleneck_normalized_se,h1_bottleneck_normalized,h1_bottleneck_normalized_se
64,5.0,3.2,64,2.769459142039868,0.18370889669098522,0.006650312335790909,0.19092379479351218,0.006384444341919873
64,5.0,4.0,64,2.2155673136318947,0.15723900421684908,0.004795815308087629,0.16195554117275712,0.004364134220435596
64,5.0,5.0,64,1.7724538509055159,0.12962102636345174,0.004149864525086506,0.13548357402121738,0.0028261798126949277
64,5.0,6.5,16,1.363426039158089,0.11484266864618048,0.0055419003120872,0.1240868863080966,0.003580611872450905
64,5.0,8.0,16,1.1077836568159474,0.0973751457970855,0.0034063428963694493,0.10205174066598521,0.0034304252958326097
64,5.0,12.0,16,0.7385224378772982,0.0746323362067166,0.0015663883552010916,0.07587573943424254,0.0013276259852208912
64,5.0,20.0,16,0.44311346272637897,0.04743888585729442,0.0005176156139124009,0.0480188175152639,0.0003187938063436155
64,7.0,0.25,16,49.62870782067564,1.1073342390389525,0.037999784171203574,1.274737002882011,0.057330578730413397
64,7.0,0.35,16,35.44907701476832,1.1340147286567688,0.04370090474225563,1.1024206812734076,0.027387419699831876
64,7.0,0.5,64,24.81435391033782,1.0223543190336293,0.01943682954588387,0.9062816454497966,0.020234799982221427
64,7.0,0.65,64,19.08796454641371,0.8680464205877284,0.01738397220116173,0.7103338491712998,0.0183599271132532
64,7.0,0.8,64,15.508971193961138,0.7326512855590613,0.016636482141006298,0.5638652887669097,0.016410054330440106
64,7.0,1.0,64,12.40717695516891,0.544553509980001,0.016146097353201612,0.4888058152955219,0.016980491331788267
64,7.0,1.25,64,9.925741564135128,0.4225237054138456,0.014426095242927092,0.38529731547025137,0.014007660990139162
64,7.0,1.6,64,7.754485596980569,0.36869735440020635,0.012892429410646241,0.35328840941439327,0.010314105616660059
64,7.0,2.0,64,6.203588477584455,0.30288364481709207,0.009401749882722068,0.2873524307390407,0.009252657436715004
64,7.0,2.5,64,4.962870782067564,0.24523036350951594,0.007147534142780018,0.24101732854459762,0.007476943360291324
64,7.0,3.2,64,3.8772427984902844,0.19210649612578623,0.00560568860517404,0.2145798959342924,0.005233650711236734
64,7.0,4.0,64,3.1017942387922277,0.17294857026778207,0.004583691470567338,0.18013723377939542,0.004215597769908679
64,7.0,5.0,64,2.481435391033782,0.15477039550286106,0.002906082693826963,0.15473902136988665,0.0029620634168821616
64,7.0,6.5,16,1.908796454641371,0.12103895688195139,0.003729495696925317,0.12603134500563967,0.00355504236891369
